Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
Simulation,0.15,0.0,0.0,0.01,0.16
Sports,0.08,0.06,0.0,0.03,0.16
Sports,0.14,0.01,0.0,0.01,0.16
Adventure,0.03,0.01,0.11,0.0,0.16
Simulation,0.0,0.1,0.02,0.04,0.16
Action,0.15,0.0,0.0,0.01,0.16
Action,0.06,0.05,0.02,0.03,0.16
Action,0.08,0.07,0.0,0.01,0.16
Adventure,0.08,0.06,0.0,0.02,0.16
Role-Playing,0.16,0.0,0.0,0.0,0.16
Shooter,0.07,0.07,0.0,0.02,0.16
Sports,0.0,0.0,0.16,0.0,0.16
Sports,0.1,0.05,0.0,0.01,0.16
Sports,0.15,0.0,0.0,0.01,0.16
Misc,0.15,0.0,0.0,0.01,0.16
Sports,0.13,0.02,0.0,0.01,0.16
Misc,0.14,0.01,0.0,0.01,0.16
Racing,0.08,0.06,0.0,0.02,0.16
Fighting,0.14,0.0,0.0,0.01,0.16
Sports,0.09,0.06,0.0,0.01,0.16
Action,0.15,0.0,0.0,0.01,0.16
Action,0.09,0.05,0.0,0.01,0.16
Sports,0.09,0.06,0.0,0.01,0.16
Action,0.15,0.0,0.0,0.01,0.16
Misc,0.13,0.02,0.0,0.01,0.16
Action,0.0,0.14,0.0,0.02,0.16
Fighting,0.05,0.0,0.09,0.01,0.16
Sports,0.0,0.0,0.15,0.01,0.16
Adventure,0.0,0.0,0.16,0.0,0.16
Misc,0.12,0.03,0.0,0.01,0.16
Strategy,0.11,0.02,0.02,0.01,0.16
Adventure,0.02,0.09,0.0,0.04,0.16
Racing,0.09,0.03,0.04,0.0,0.16
Fighting,0.0,0.0,0.16,0.0,0.16
Sports,0.11,0.03,0.0,0.02,0.16
Racing,0.11,0.04,0.0,0.0,0.16
Racing,0.0,0.0,0.15,0.01,0.16
Misc,0.14,0.01,0.0,0.01,0.16
Puzzle,0.0,0.0,0.15,0.0,0.16
Misc,0.14,0.01,0.0,0.01,0.16
Action,0.07,0.07,0.0,0.01,0.16
Adventure,0.15,0.0,0.0,0.01,0.16
Misc,0.1,0.04,0.0,0.01,0.16
Sports,0.15,0.0,0.0,0.01,0.16
Sports,0.0,0.0,0.16,0.0,0.16
Sports,0.15,0.0,0.0,0.01,0.16
Shooter,0.0,0.13,0.0,0.03,0.16
Misc,0.15,0.0,0.0,0.01,0.16
Misc,0.04,0.09,0.0,0.03,0.16
Action,0.11,0.04,0.0,0.0,0.16
Role-Playing,0.04,0.03,0.08,0.01,0.16
Adventure,0.0,0.0,0.16,0.0,0.16
Misc,0.0,0.0,0.15,0.01,0.16
Sports,0.15,0.0,0.0,0.01,0.16
Sports,0.09,0.06,0.0,0.01,0.16
Action,0.1,0.04,0.0,0.01,0.16
Fighting,0.01,0.01,0.13,0.01,0.16
Shooter,0.08,0.06,0.0,0.02,0.16
Puzzle,0.13,0.0,0.01,0.01,0.16
Misc,0.11,0.03,0.0,0.02,0.16
Adventure,0.14,0.0,0.0,0.01,0.16
Shooter,0.0,0.0,0.15,0.01,0.16
Strategy,0.0,0.0,0.16,0.0,0.16
Sports,0.12,0.03,0.0,0.0,0.16
Adventure,0.14,0.01,0.0,0.01,0.16
Strategy,0.11,0.04,0.0,0.01,0.16
Sports,0.15,0.0,0.0,0.01,0.16
Fighting,0.1,0.0,0.04,0.02,0.16
Misc,0.14,0.0,0.0,0.01,0.16
Misc,0.14,0.01,0.0,0.01,0.16
Role-Playing,0.03,0.0,0.12,0.0,0.16
Racing,0.0,0.13,0.0,0.03,0.16
Misc,0.0,0.0,0.16,0.0,0.16
Simulation,0.11,0.04,0.0,0.01,0.16
Action,0.15,0.0,0.0,0.01,0.16
Action,0.12,0.02,0.0,0.01,0.16
Racing,0.11,0.04,0.0,0.0,0.16
Shooter,0.12,0.03,0.0,0.01,0.16
Racing,0.09,0.06,0.0,0.01,0.16
Puzzle,0.1,0.02,0.03,0.01,0.16
Sports,0.12,0.03,0.0,0.0,0.16
Fighting,0.06,0.05,0.04,0.02,0.16
Sports,0.12,0.03,0.0,0.01,0.16
Sports,0.0,0.0,0.16,0.0,0.16
Shooter,0.14,0.0,0.0,0.01,0.16
Shooter,0.08,0.06,0.0,0.02,0.16
Adventure,0.08,0.06,0.0,0.01,0.16
Role-Playing,0.0,0.0,0.16,0.0,0.16
Puzzle,0.13,0.01,0.0,0.01,0.16
Misc,0.14,0.0,0.0,0.01,0.16
Role-Playing,0.0,0.0,0.16,0.0,0.16
Action,0.09,0.06,0.0,0.01,0.16
Action,0.03,0.1,0.0,0.03,0.16
Action,0.07,0.06,0.0,0.02,0.16
Misc,0.0,0.0,0.16,0.0,0.16
Action,0.14,0.0,0.0,0.01,0.16
Simulation,0.15,0.0,0.0,0.01,0.16
Misc,0.08,0.06,0.0,0.02,0.16
Action,0.0,0.0,0.16,0.0,0.16
Action,0.14,0.0,0.0,0.01,0.16
Action,0.07,0.02,0.06,0.01,0.16
Action,0.15,0.0,0.0,0.01,0.16
Action,0.11,0.04,0.0,0.0,0.16
Puzzle,0.13,0.01,0.0,0.01,0.16
Platform,0.06,0.07,0.0,0.02,0.16
Racing,0.09,0.06,0.0,0.01,0.16
Action,0.09,0.06,0.0,0.01,0.16
Sports,0.05,0.09,0.0,0.02,0.16
Action,0.14,0.01,0.0,0.01,0.16
Sports,0.11,0.04,0.0,0.0,0.16
Racing,0.09,0.06,0.0,0.01,0.15
Misc,0.02,0.01,0.12,0.01,0.15
Racing,0.09,0.06,0.0,0.01,0.15
Fighting,0.12,0.02,0.0,0.01,0.15
Simulation,0.15,0.0,0.0,0.01,0.15
Fighting,0.11,0.04,0.0,0.0,0.15
Racing,0.0,0.0,0.14,0.01,0.15
Sports,0.11,0.02,0.01,0.01,0.15
Racing,0.08,0.06,0.0,0.02,0.15
Shooter,0.04,0.08,0.0,0.03,0.15
Platform,0.1,0.04,0.0,0.01,0.15
Shooter,0.08,0.06,0.0,0.02,0.15
Racing,0.13,0.02,0.0,0.01,0.15
Adventure,0.07,0.07,0.0,0.02,0.15
Action,0.08,0.05,0.0,0.02,0.15
Puzzle,0.14,0.0,0.0,0.01,0.15
Misc,0.08,0.06,0.0,0.02,0.15
Puzzle,0.14,0.01,0.0,0.01,0.15
Action,0.14,0.0,0.0,0.01,0.15
Shooter,0.12,0.01,0.01,0.01,0.15
Racing,0.12,0.03,0.0,0.0,0.15
Racing,0.08,0.06,0.0,0.02,0.15
Sports,0.14,0.0,0.0,0.01,0.15
Role-Playing,0.0,0.0,0.15,0.0,0.15
Role-Playing,0.08,0.06,0.0,0.02,0.15
Platform,0.12,0.03,0.0,0.01,0.15
Strategy,0.11,0.03,0.0,0.01,0.15
Sports,0.13,0.01,0.0,0.01,0.15
Sports,0.07,0.06,0.0,0.03,0.15
Platform,0.12,0.03,0.0,0.0,0.15
Adventure,0.0,0.13,0.0,0.03,0.15
Simulation,0.12,0.02,0.0,0.01,0.15
Sports,0.12,0.03,0.0,0.0,0.15
Sports,0.12,0.03,0.0,0.0,0.15
Racing,0.12,0.03,0.0,0.0,0.15
Sports,0.13,0.01,0.0,0.02,0.15
Puzzle,0.0,0.14,0.0,0.02,0.15
Action,0.07,0.06,0.01,0.01,0.15
Role-Playing,0.08,0.06,0.0,0.02,0.15
Racing,0.14,0.01,0.0,0.01,0.15
Misc,0.09,0.06,0.0,0.01,0.15
Puzzle,0.14,0.01,0.0,0.0,0.15
Action,0.14,0.01,0.0,0.0,0.15
Puzzle,0.0,0.0,0.15,0.0,0.15
Sports,0.14,0.01,0.0,0.0,0.15
Sports,0.0,0.0,0.15,0.0,0.15
Action,0.05,0.09,0.0,0.02,0.15
Racing,0.11,0.03,0.0,0.01,0.15
Action,0.12,0.02,0.0,0.01,0.15
Action,0.05,0.06,0.02,0.02,0.15
Simulation,0.13,0.01,0.0,0.01,0.15
Strategy,0.11,0.03,0.0,0.01,0.15
Action,0.07,0.07,0.0,0.01,0.15
Action,0.11,0.03,0.0,0.01,0.15
Misc,0.11,0.04,0.0,0.0,0.15
Fighting,0.14,0.0,0.0,0.01,0.15
Platform,0.12,0.03,0.0,0.0,0.15
Racing,0.09,0.06,0.0,0.01,0.15
Action,0.11,0.0,0.04,0.01,0.15
Shooter,0.12,0.01,0.02,0.01,0.15
Racing,0.07,0.06,0.0,0.02,0.15
Sports,0.07,0.06,0.0,0.02,0.15
Misc,0.07,0.06,0.0,0.02,0.15
Strategy,0.08,0.01,0.05,0.01,0.15
Shooter,0.14,0.0,0.0,0.01,0.15
Shooter,0.12,0.03,0.0,0.0,0.15
Simulation,0.13,0.01,0.0,0.01,0.15
Adventure,0.0,0.0,0.15,0.0,0.15
Platform,0.13,0.01,0.0,0.01,0.15
Sports,0.0,0.0,0.15,0.0,0.15
Simulation,0.1,0.03,0.0,0.02,0.15
Racing,0.14,0.0,0.0,0.01,0.15
Action,0.12,0.02,0.0,0.01,0.15
Strategy,0.0,0.0,0.15,0.0,0.15
Role-Playing,0.07,0.02,0.06,0.01,0.15
Platform,0.12,0.03,0.0,0.0,0.15
Action,0.13,0.01,0.0,0.01,0.15
Action,0.07,0.06,0.0,0.02,0.15
Action,0.05,0.02,0.0,0.08,0.15
Puzzle,0.0,0.14,0.0,0.01,0.15
Sports,0.14,0.0,0.0,0.01,0.15
Sports,0.05,0.04,0.05,0.01,0.15
Adventure,0.11,0.04,0.0,0.0,0.15
Misc,0.0,0.0,0.15,0.0,0.15
Sports,0.14,0.0,0.0,0.01,0.15
Platform,0.08,0.02,0.04,0.01,0.15
Action,0.08,0.06,0.0,0.01,0.15
Sports,0.14,0.0,0.0,0.01,0.15
Action,0.07,0.06,0.0,0.02,0.15
Action,0.12,0.02,0.0,0.02,0.15
Shooter,0.12,0.01,0.0,0.01,0.15
Action,0.11,0.03,0.0,0.01,0.15
Action,0.0,0.0,0.15,0.0,0.15
Fighting,0.0,0.0,0.15,0.0,0.15
Role-Playing,0.0,0.0,0.15,0.0,0.15
Action,0.0,0.0,0.15,0.0,0.15
Action,0.11,0.04,0.0,0.0,0.15
Puzzle,0.14,0.0,0.0,0.01,0.15
Action,0.12,0.03,0.0,0.0,0.15
Sports,0.11,0.03,0.0,0.01,0.15
Shooter,0.11,0.03,0.0,0.01,0.15
Adventure,0.0,0.0,0.14,0.01,0.15
Action,0.12,0.03,0.0,0.0,0.15
Role-Playing,0.14,0.0,0.0,0.01,0.15
Puzzle,0.09,0.04,0.0,0.01,0.15
Sports,0.12,0.02,0.0,0.02,0.15
Simulation,0.05,0.08,0.0,0.02,0.15
Action,0.08,0.05,0.0,0.01,0.15
Platform,0.12,0.03,0.0,0.0,0.15
Misc,0.14,0.0,0.0,0.01,0.15
Sports,0.08,0.06,0.0,0.01,0.15
Misc,0.14,0.0,0.0,0.01,0.15
Fighting,0.11,0.03,0.0,0.01,0.15
Role-Playing,0.13,0.0,0.01,0.01,0.15
Adventure,0.0,0.0,0.15,0.0,0.15
Shooter,0.11,0.03,0.0,0.01,0.15
Adventure,0.07,0.06,0.0,0.02,0.15
Role-Playing,0.08,0.0,0.04,0.02,0.15
Sports,0.0,0.0,0.15,0.0,0.15
Sports,0.07,0.06,0.0,0.02,0.15
Shooter,0.06,0.04,0.05,0.01,0.15
Action,0.13,0.01,0.0,0.01,0.15
Misc,0.14,0.0,0.0,0.01,0.15
Shooter,0.07,0.06,0.0,0.02,0.15
Fighting,0.07,0.06,0.0,0.02,0.15
Sports,0.14,0.0,0.0,0.01,0.15
Role-Playing,0.07,0.06,0.0,0.02,0.15
Fighting,0.0,0.09,0.04,0.02,0.15
Action,0.0,0.13,0.0,0.02,0.15
Action,0.04,0.07,0.03,0.01,0.15
Action,0.0,0.0,0.15,0.0,0.15
Misc,0.11,0.03,0.0,0.01,0.15
Misc,0.11,0.04,0.0,0.0,0.15
Racing,0.07,0.06,0.0,0.02,0.15
Role-Playing,0.02,0.0,0.13,0.01,0.15
Simulation,0.12,0.03,0.0,0.0,0.15
Sports,0.0,0.0,0.15,0.0,0.15
Action,0.09,0.04,0.0,0.03,0.15
Role-Playing,0.0,0.0,0.15,0.0,0.15
Role-Playing,0.0,0.04,0.09,0.02,0.15
Simulation,0.04,0.0,0.1,0.01,0.15
Action,0.11,0.04,0.0,0.0,0.15
Shooter,0.07,0.06,0.0,0.02,0.15
Sports,0.07,0.06,0.0,0.02,0.15
Platform,0.08,0.05,0.0,0.02,0.15
Sports,0.0,0.0,0.15,0.0,0.15
Platform,0.0,0.0,0.09,0.06,0.15
Adventure,0.12,0.03,0.0,0.0,0.15
Fighting,0.12,0.03,0.0,0.0,0.15
Role-Playing,0.0,0.0,0.15,0.0,0.15
Sports,0.12,0.03,0.0,0.0,0.15
Action,0.14,0.0,0.0,0.01,0.15
Simulation,0.14,0.0,0.0,0.01,0.15
Action,0.08,0.06,0.0,0.01,0.15
Fighting,0.11,0.03,0.0,0.01,0.15
Racing,0.11,0.03,0.0,0.01,0.15
Role-Playing,0.02,0.03,0.08,0.02,0.15
Adventure,0.13,0.01,0.0,0.01,0.15
Sports,0.05,0.08,0.0,0.02,0.15
Puzzle,0.0,0.0,0.15,0.0,0.15
Action,0.14,0.0,0.0,0.01,0.15
Shooter,0.11,0.03,0.0,0.01,0.15
Racing,0.13,0.0,0.0,0.01,0.15
Shooter,0.12,0.02,0.0,0.01,0.15
Action,0.11,0.03,0.0,0.01,0.15
Sports,0.0,0.0,0.15,0.0,0.15
Shooter,0.07,0.06,0.0,0.02,0.15
Action,0.12,0.03,0.0,0.0,0.15
Puzzle,0.14,0.0,0.0,0.01,0.15
Action,0.12,0.01,0.0,0.01,0.15
Misc,0.14,0.0,0.0,0.01,0.15
Strategy,0.08,0.06,0.0,0.01,0.15
Sports,0.11,0.04,0.0,0.0,0.15
Action,0.11,0.03,0.0,0.01,0.15
Sports,0.0,0.0,0.14,0.01,0.15
Sports,0.14,0.0,0.0,0.01,0.15
Racing,0.1,0.04,0.0,0.01,0.15
Action,0.0,0.0,0.15,0.0,0.15
Racing,0.07,0.06,0.0,0.02,0.15
Action,0.11,0.03,0.0,0.0,0.15
Misc,0.11,0.04,0.0,0.0,0.15
Simulation,0.06,0.01,0.07,0.01,0.15
Adventure,0.11,0.03,0.0,0.0,0.15
Misc,0.07,0.06,0.0,0.02,0.15
Fighting,0.08,0.06,0.0,0.01,0.15
Misc,0.14,0.0,0.0,0.01,0.15
Fighting,0.11,0.04,0.0,0.0,0.15
Role-Playing,0.13,0.0,0.0,0.01,0.15
Shooter,0.0,0.0,0.15,0.0,0.15
Racing,0.14,0.0,0.0,0.01,0.15
Action,0.04,0.05,0.04,0.02,0.15
Adventure,0.14,0.0,0.0,0.01,0.15
Fighting,0.0,0.0,0.15,0.0,0.15
Action,0.0,0.0,0.15,0.0,0.15
Fighting,0.0,0.0,0.15,0.0,0.15
Sports,0.0,0.0,0.14,0.01,0.15
Puzzle,0.14,0.0,0.0,0.01,0.15
Sports,0.0,0.0,0.15,0.0,0.15
Puzzle,0.13,0.01,0.0,0.01,0.15
Sports,0.14,0.0,0.0,0.01,0.15
Adventure,0.0,0.0,0.15,0.0,0.15
Sports,0.07,0.06,0.0,0.02,0.15
Misc,0.11,0.03,0.0,0.01,0.15
Shooter,0.07,0.06,0.0,0.02,0.15
Action,0.11,0.03,0.0,0.0,0.15
Action,0.11,0.03,0.0,0.0,0.15
Adventure,0.0,0.0,0.15,0.0,0.15
Sports,0.14,0.0,0.0,0.01,0.15
Platform,0.11,0.04,0.0,0.01,0.15
Adventure,0.1,0.0,0.01,0.03,0.15
Simulation,0.07,0.02,0.05,0.02,0.15
Role-Playing,0.11,0.03,0.0,0.01,0.15
Racing,0.01,0.11,0.0,0.03,0.15
Sports,0.11,0.03,0.0,0.01,0.15
Misc,0.13,0.01,0.0,0.01,0.15
Action,0.08,0.06,0.0,0.01,0.15
Misc,0.13,0.0,0.01,0.01,0.15
Fighting,0.13,0.0,0.0,0.01,0.15
Sports,0.11,0.02,0.0,0.01,0.15
Action,0.11,0.03,0.0,0.0,0.15
Racing,0.08,0.06,0.0,0.01,0.15
Action,0.0,0.0,0.15,0.0,0.15
Racing,0.03,0.08,0.01,0.03,0.15
Platform,0.08,0.06,0.0,0.01,0.15
Strategy,0.0,0.0,0.14,0.01,0.15
Adventure,0.08,0.06,0.0,0.01,0.15
Platform,0.11,0.03,0.0,0.01,0.15
Simulation,0.0,0.0,0.15,0.0,0.15
Action,0.15,0.0,0.0,0.0,0.15
Adventure,0.09,0.0,0.03,0.03,0.15
Action,0.0,0.0,0.15,0.0,0.15
Role-Playing,0.08,0.06,0.0,0.01,0.15
Sports,0.11,0.03,0.0,0.01,0.15
Role-Playing,0.0,0.0,0.15,0.0,0.15
Sports,0.0,0.0,0.14,0.0,0.15
Platform,0.06,0.08,0.0,0.01,0.15
Action,0.09,0.04,0.0,0.01,0.15
Shooter,0.11,0.04,0.0,0.0,0.15
Role-Playing,0.05,0.08,0.0,0.01,0.15
Adventure,0.08,0.06,0.0,0.01,0.15
Shooter,0.13,0.0,0.0,0.01,0.15
Misc,0.11,0.03,0.0,0.01,0.15
Role-Playing,0.0,0.0,0.14,0.01,0.15
Platform,0.0,0.0,0.15,0.0,0.15
Shooter,0.0,0.13,0.0,0.01,0.15
Sports,0.13,0.0,0.0,0.01,0.15
Misc,0.0,0.0,0.15,0.0,0.15
Misc,0.09,0.04,0.0,0.01,0.15
Sports,0.12,0.02,0.0,0.01,0.15
Sports,0.14,0.0,0.0,0.01,0.15
Racing,0.08,0.06,0.0,0.01,0.15
Misc,0.1,0.04,0.0,0.0,0.15
Shooter,0.11,0.03,0.0,0.0,0.15
Simulation,0.08,0.06,0.0,0.01,0.15
Action,0.11,0.02,0.0,0.01,0.15
Racing,0.11,0.03,0.0,0.01,0.15
Misc,0.14,0.0,0.0,0.01,0.15
Role-Playing,0.0,0.0,0.15,0.0,0.15
Racing,0.07,0.06,0.0,0.02,0.15
Role-Playing,0.0,0.0,0.15,0.0,0.15
Misc,0.13,0.0,0.0,0.01,0.15
Sports,0.07,0.06,0.0,0.02,0.15
Puzzle,0.07,0.06,0.0,0.01,0.15
Sports,0.13,0.0,0.0,0.01,0.15
Fighting,0.0,0.0,0.15,0.0,0.15
Misc,0.1,0.04,0.0,0.0,0.15
Role-Playing,0.1,0.04,0.0,0.0,0.15
Racing,0.13,0.0,0.0,0.01,0.15
Strategy,0.0,0.0,0.15,0.0,0.15
Misc,0.14,0.0,0.0,0.01,0.15
Fighting,0.11,0.03,0.0,0.01,0.15
Role-Playing,0.0,0.0,0.14,0.01,0.15
Action,0.04,0.03,0.05,0.02,0.15
Action,0.0,0.13,0.0,0.02,0.15
Action,0.1,0.04,0.0,0.0,0.15
Shooter,0.13,0.0,0.01,0.01,0.15
Sports,0.11,0.03,0.0,0.0,0.15
Role-Playing,0.0,0.0,0.14,0.0,0.14
Action,0.11,0.03,0.0,0.01,0.14
Role-Playing,0.09,0.0,0.04,0.01,0.14
Role-Playing,0.07,0.06,0.0,0.02,0.14
Platform,0.12,0.01,0.0,0.02,0.14
Adventure,0.07,0.06,0.0,0.02,0.14
Fighting,0.07,0.06,0.0,0.02,0.14
Misc,0.02,0.0,0.13,0.0,0.14
Action,0.03,0.03,0.07,0.02,0.14
Sports,0.0,0.0,0.14,0.0,0.14
Racing,0.11,0.03,0.0,0.01,0.14
Role-Playing,0.0,0.0,0.14,0.0,0.14
Platform,0.13,0.0,0.0,0.01,0.14
Puzzle,0.08,0.05,0.0,0.01,0.14
Sports,0.0,0.0,0.14,0.0,0.14
Action,0.1,0.03,0.0,0.01,0.14
Role-Playing,0.07,0.03,0.02,0.03,0.14
Sports,0.08,0.05,0.0,0.01,0.14
Shooter,0.07,0.06,0.0,0.02,0.14
Action,0.07,0.06,0.0,0.02,0.14
Adventure,0.0,0.0,0.14,0.0,0.14
Strategy,0.0,0.0,0.14,0.0,0.14
Platform,0.1,0.04,0.0,0.0,0.14
Action,0.07,0.06,0.0,0.02,0.14
Action,0.08,0.05,0.0,0.01,0.14
Action,0.08,0.05,0.0,0.01,0.14
Simulation,0.13,0.0,0.0,0.01,0.14
Puzzle,0.13,0.0,0.0,0.01,0.14
Racing,0.12,0.02,0.0,0.01,0.14
Adventure,0.0,0.0,0.14,0.0,0.14
Role-Playing,0.07,0.06,0.0,0.02,0.14
Action,0.13,0.0,0.0,0.01,0.14
Action,0.11,0.03,0.0,0.0,0.14
Action,0.11,0.0,0.0,0.03,0.14
Platform,0.07,0.05,0.0,0.02,0.14
Role-Playing,0.0,0.0,0.14,0.0,0.14
Action,0.0,0.0,0.14,0.0,0.14
Misc,0.1,0.03,0.0,0.01,0.14
Racing,0.08,0.05,0.0,0.01,0.14
Action,0.08,0.05,0.0,0.01,0.14
Platform,0.1,0.04,0.0,0.0,0.14
Action,0.11,0.02,0.0,0.02,0.14
Role-Playing,0.0,0.12,0.0,0.02,0.14
Puzzle,0.13,0.0,0.0,0.01,0.14
Action,0.0,0.11,0.0,0.03,0.14
Fighting,0.08,0.05,0.0,0.01,0.14
Racing,0.09,0.04,0.0,0.01,0.14
Misc,0.13,0.0,0.0,0.01,0.14
Adventure,0.07,0.05,0.0,0.02,0.14
Action,0.12,0.01,0.0,0.01,0.14
Adventure,0.07,0.05,0.0,0.02,0.14
Role-Playing,0.07,0.05,0.0,0.02,0.14
Action,0.1,0.03,0.01,0.01,0.14
Shooter,0.0,0.12,0.0,0.03,0.14
Racing,0.08,0.05,0.0,0.01,0.14
Action,0.0,0.0,0.14,0.0,0.14
Action,0.11,0.02,0.0,0.01,0.14
Simulation,0.0,0.0,0.14,0.0,0.14
Misc,0.1,0.04,0.0,0.0,0.14
Role-Playing,0.0,0.0,0.14,0.0,0.14
Puzzle,0.07,0.05,0.0,0.02,0.14
Action,0.13,0.0,0.0,0.01,0.14
Strategy,0.02,0.1,0.0,0.02,0.14
Racing,0.05,0.08,0.0,0.02,0.14
Action,0.0,0.0,0.13,0.01,0.14
Strategy,0.0,0.0,0.13,0.01,0.14
Misc,0.13,0.0,0.0,0.01,0.14
Sports,0.11,0.03,0.0,0.0,0.14
Platform,0.09,0.03,0.01,0.01,0.14
Shooter,0.0,0.11,0.0,0.03,0.14
Sports,0.13,0.0,0.0,0.01,0.14
Fighting,0.07,0.0,0.06,0.01,0.14
Role-Playing,0.09,0.0,0.04,0.01,0.14
Racing,0.01,0.1,0.0,0.03,0.14
Fighting,0.0,0.0,0.14,0.0,0.14
Sports,0.07,0.05,0.0,0.02,0.14
Role-Playing,0.12,0.01,0.0,0.01,0.14
Adventure,0.0,0.0,0.14,0.0,0.14
Action,0.0,0.0,0.14,0.0,0.14
Misc,0.07,0.05,0.0,0.02,0.14
Simulation,0.13,0.0,0.0,0.01,0.14
Role-Playing,0.0,0.0,0.14,0.0,0.14
Action,0.11,0.03,0.0,0.01,0.14
Role-Playing,0.01,0.1,0.0,0.02,0.14
Sports,0.11,0.03,0.0,0.01,0.14
Sports,0.11,0.03,0.0,0.01,0.14
Role-Playing,0.06,0.0,0.08,0.01,0.14
Action,0.1,0.03,0.0,0.01,0.14
Simulation,0.13,0.0,0.0,0.01,0.14
Role-Playing,0.03,0.0,0.11,0.0,0.14
Misc,0.13,0.0,0.0,0.01,0.14
Role-Playing,0.13,0.0,0.0,0.01,0.14
Shooter,0.1,0.04,0.0,0.0,0.14
Action,0.0,0.0,0.14,0.0,0.14
Role-Playing,0.06,0.03,0.03,0.02,0.14
Action,0.08,0.05,0.0,0.01,0.14
Misc,0.07,0.05,0.0,0.02,0.14
Role-Playing,0.07,0.0,0.06,0.01,0.14
Racing,0.11,0.03,0.0,0.01,0.14
Action,0.0,0.0,0.14,0.0,0.14
Fighting,0.0,0.0,0.14,0.0,0.14
Action,0.11,0.03,0.0,0.01,0.14
Role-Playing,0.0,0.0,0.13,0.01,0.14
Fighting,0.0,0.01,0.13,0.0,0.14
Shooter,0.01,0.01,0.11,0.01,0.14
Puzzle,0.07,0.05,0.0,0.02,0.14
Sports,0.13,0.0,0.0,0.01,0.14
Role-Playing,0.1,0.04,0.0,0.0,0.14
Sports,0.09,0.0,0.04,0.01,0.14
Sports,0.11,0.03,0.0,0.01,0.14
Action,0.0,0.0,0.14,0.0,0.14
Adventure,0.07,0.05,0.0,0.02,0.14
Action,0.07,0.05,0.0,0.02,0.14
Action,0.13,0.01,0.0,0.0,0.14
Role-Playing,0.0,0.0,0.14,0.0,0.14
Role-Playing,0.0,0.11,0.0,0.03,0.14
Action,0.11,0.02,0.0,0.01,0.14
Platform,0.1,0.04,0.0,0.0,0.14
Action,0.07,0.05,0.0,0.02,0.14
Action,0.08,0.05,0.0,0.01,0.14
Puzzle,0.08,0.0,0.05,0.01,0.14
Adventure,0.13,0.0,0.0,0.01,0.14
Platform,0.11,0.03,0.0,0.01,0.14
Racing,0.13,0.0,0.0,0.01,0.14
Simulation,0.07,0.06,0.0,0.02,0.14
Action,0.13,0.0,0.0,0.01,0.14
Shooter,0.11,0.03,0.0,0.0,0.14
Action,0.11,0.03,0.0,0.0,0.14
Sports,0.07,0.05,0.0,0.02,0.14
Adventure,0.08,0.05,0.0,0.01,0.14
Role-Playing,0.0,0.0,0.14,0.0,0.14
Racing,0.08,0.05,0.0,0.01,0.14
Strategy,0.0,0.0,0.13,0.01,0.14
Action,0.0,0.12,0.0,0.02,0.14
Sports,0.13,0.0,0.0,0.01,0.14
Sports,0.07,0.05,0.0,0.02,0.14
Adventure,0.0,0.0,0.14,0.0,0.14
Racing,0.08,0.05,0.0,0.01,0.14
Action,0.07,0.05,0.0,0.02,0.14
Simulation,0.11,0.02,0.0,0.01,0.14
Fighting,0.0,0.0,0.13,0.01,0.14
Platform,0.11,0.03,0.0,0.01,0.14
Platform,0.0,0.0,0.14,0.0,0.14
Action,0.03,0.11,0.0,0.01,0.14
Role-Playing,0.07,0.05,0.0,0.02,0.14
Strategy,0.11,0.02,0.0,0.02,0.14
Action,0.1,0.02,0.02,0.01,0.14
Sports,0.07,0.05,0.0,0.02,0.14
Shooter,0.07,0.05,0.0,0.02,0.14
Strategy,0.0,0.0,0.14,0.0,0.14
Action,0.11,0.02,0.0,0.01,0.14
Action,0.06,0.07,0.0,0.01,0.14
Sports,0.0,0.1,0.0,0.04,0.14
Sports,0.08,0.05,0.0,0.01,0.14
Misc,0.0,0.11,0.0,0.03,0.14
Role-Playing,0.08,0.05,0.0,0.01,0.14
Misc,0.13,0.0,0.0,0.01,0.14
Role-Playing,0.0,0.0,0.13,0.0,0.14
Action,0.11,0.03,0.0,0.0,0.14
Racing,0.11,0.03,0.0,0.0,0.14
Sports,0.11,0.03,0.0,0.0,0.14
Role-Playing,0.11,0.03,0.0,0.0,0.14
Action,0.11,0.03,0.0,0.0,0.14
Role-Playing,0.08,0.05,0.0,0.01,0.14
Fighting,0.11,0.01,0.0,0.02,0.14
Fighting,0.0,0.0,0.14,0.0,0.14
Misc,0.13,0.0,0.0,0.01,0.14
Shooter,0.07,0.05,0.0,0.02,0.14
Sports,0.0,0.12,0.0,0.02,0.14
Shooter,0.02,0.01,0.1,0.01,0.14
Adventure,0.11,0.03,0.0,0.0,0.14
Fighting,0.0,0.0,0.14,0.0,0.14
Sports,0.13,0.0,0.0,0.01,0.14
Sports,0.08,0.05,0.0,0.01,0.14
Adventure,0.07,0.05,0.0,0.02,0.14
Simulation,0.1,0.03,0.0,0.01,0.14
Platform,0.08,0.05,0.0,0.01,0.14
Action,0.0,0.0,0.14,0.0,0.14
Puzzle,0.13,0.0,0.0,0.01,0.14
Racing,0.13,0.0,0.0,0.01,0.14
Action,0.12,0.01,0.0,0.01,0.14
Action,0.0,0.0,0.14,0.0,0.14
Fighting,0.1,0.03,0.0,0.0,0.14
Action,0.12,0.01,0.0,0.01,0.14
